,author_gender,lang,main,mental,published,sentiment,source_followers,source_following,source_location,source_spam_probability,tags,split
1799310,UNKNOWN,en,now i feel bad for nigerian guys for the first time in my life is this what you people go through why didnt you say it,1,2016-06-16 11:00:26,NEGATIVE,3333,1807,Switzerland,0,,feel bad nigerian guy first time life peopl go didnt say
3796206,UNKNOWN,en,sad evey couldnt come tonight ,1,2016-10-31 23:45:22,NEGATIVE,233,220,"ur,mom",0,,sad evey couldnt come tonight
3011747,MALE,en,  hi cm any tips on overnight camping near calais after a long drive through europe before an early morn chunnel crossing thanks,0,2016-02-26 15:48:07,NEUTRAL,228,501,Switzerland,0,,hi cm tip overnight camp near calai long drive europ earli morn chunnel cross thank
1919820,UNKNOWN,en,  where are the dragons   told me there were dragons in spain,0,2016-07-17 11:53:08,NEUTRAL,666,601,Switzerland,0,,dragon told dragon spain
1073857,FEMALE,en,  i mean bats are birds in the same way a whale is an overgrown tuna,0,2016-08-10 21:35:08,NEUTRAL,666,601,Switzerland,0,,mean bat bird way whale overgrown tuna
1063123,UNKNOWN,en,  on behalf of the more sensible part of khaldors community please allow me to apologise for all the hate you got undeservedly,1,2016-07-10 18:27:28,NEUTRAL,14,32,Confoederatio Helvetica,0,,behalf sensibl part khaldor communiti pleas allow apologis hate got undeserv
391626,UNKNOWN,en,yey second time my father overslept when he wanted to do something with me guess not then and its always funny how he gets super pissed at,0,2016-09-04 07:19:00,NEUTRAL,409,344,Switzerland,0,,yey second time father overslept want someth guess alway funni get super piss
1379193,UNKNOWN,en,  can u guys do a cover of yuna used to love you ft jhene aiko or crush ftusher please,0,2016-10-12 15:05:15,NEUTRAL,329,320,"arau,perlis",0,,u guy cover yuna use love ft jhene aiko crush ftusher pleas
481456,UNKNOWN,en,tal cohen sirin labs ceo at harrods see the solarin midnight blue carbon titanium now on the 3rd floor,0,2016-07-05 11:54:08,NEUTRAL,354,8,Switzerland,0,['SOLARIN'],tal cohen sirin lab ceo harrod see solarin midnight blue carbon titanium 3rd floor
959826,FEMALE,en,breaking syria belongs to syrians not to usa kurds or pkk lebanon and iran israel the un turkey or assad it belongs to syrians,0,2016-08-09 11:01:21,NEGATIVE,3758,3188,"Zürich, Switzerland",0,,break syria belong syrian usa kurd pkk lebanon iran israel un turkey assad belong syrian
2496683,MALE,en,if i rock with you whatever i tell you im doing in regards to you will be done you will never have to question it,0,2016-02-22 00:16:02,NEUTRAL,1012,480,Switzerland,0,,rock whatev tell im regard done never question
3742265,MALE,en,    i guess i should be more specific and target my hate at  ,1,2016-07-31 02:26:31,NEGATIVE,1492,487,"Flims/Zurich, Switzerland",0,,guess specif target hate
2767049,FEMALE,en,  lmao that ship sailed a long time ago im afraid p,1,2016-06-24 14:05:42,NEGATIVE,703,102,Switzerland,0,,lmao ship sail long time ago im afraid p
1907292,UNKNOWN,en,proverbs 1312,0,2016-05-17 17:09:28,NEUTRAL,864,1086,Switzerland,0,,proverb 1312
2845387,UNKNOWN,en,woww are yall watchin this sunday nite game crazyyyyy,0,2016-10-24 04:01:22,NEUTRAL,918,734,"Uptown, Downtown, Switzerland",0,,woww yall watchin sunday nite game crazyyyyi
3549095,UNKNOWN,en,  i know im just my biggest hater at the moment,1,2016-10-29 20:56:03,NEGATIVE,355,193,Switzerland,0,,know im biggest hater moment
829623,UNKNOWN,en,oh no esp gov debt has returned 4 through fri since june 24 eu was just about to punish madrid for overspending in a severe recession,0,2016-08-08 16:57:31,NEGATIVE,1589,379,Zurich,0,,oh esp gov debt return 4 fri sinc june 24 eu punish madrid overspend sever recess
3379049,UNKNOWN,en,im so moody  hate it,1,2016-09-28 23:42:57,NEGATIVE,2978,844,,0,,im moodi hate
2357800,UNKNOWN,en,45 billion people at the bottom of the pyramid  inclusive business can help durably exit them from extreme poverty inclbusinessforum2016,0,2016-10-20 07:42:51,NEGATIVE,6289,1256,"Geneva, Switzerland",0,['inclbusinessforum2016'],45 billion peopl bottom pyramid inclus busi help durabl exit extrem poverti inclbusinessforum2016
2869399,UNKNOWN,en,  this was painful to watch i was uneasy no,0,2016-02-25 13:06:30,NEGATIVE,801,321,Switzerland,0,,pain watch uneasi
2305671,FEMALE,en,      that his galloway and corbyn rhetoric to try and confuse people about assad and russia and iran,0,2016-08-20 11:18:15,NEGATIVE,3758,3188,"Zürich, Switzerland",0,,galloway corbyn rhetor tri confus peopl assad russia iran
1126217,UNKNOWN,en,access to women youth and the disabled to government procurement  currently woman in the world only access 1 of government procurement,0,2016-10-10 09:21:21,NEGATIVE,366,595,"Geneva, Switzerland",0,,access women youth disabl govern procur current woman world access 1 govern procur
613333,UNKNOWN,en,  lol they give  pain,0,2016-09-06 19:30:34,NEGATIVE,708,401,Switzerland,0,,lol give pain
176219,FEMALE,en,hey   with all these dreadful movies should we get you coffins for the characters licenses soon suicidesquad thekillingjoke,0,2016-08-02 16:52:22,NEGATIVE,666,601,Switzerland,0,"['SuicideSquad', 'TheKillingJoke']",hey dread movi get coffin charact licens soon suicidesquad thekillingjok
242767,UNKNOWN,en,its ironic how people hate this life yet are so scared to lose it honestly what is there to this life i dont want to be afraid to die,1,2016-02-03 23:09:08,NEUTRAL,10,13,Switzerland,0,,iron peopl hate life yet scare lose honest life dont want afraid die
804033,UNKNOWN,en,our group of asylum seekers socialinnovation solarenergy entrepreneurship ,0,2016-05-08 13:52:43,NEUTRAL,168,236,Lausanne,0,"['entrepreneurship', 'socialinnovation', 'solarenergy']",group asylum seeker socialinnov solarenergi entrepreneurship
381830,UNKNOWN,en,i hate my time without you,1,2016-08-04 13:54:15,NEGATIVE,588,388,اللهم اشفي عايشه الهاملي,0,,hate time without
738197,UNKNOWN,en,this shit so sad man never gone be happy,1,2016-09-07 04:25:13,NEGATIVE,748,365,"Salad, Bar",0,,shit sad man never gone happi
63795,UNKNOWN,en,thre ws 1 more coverage,0,2016-08-01 01:43:15,NEUTRAL,21,37,"Zurich, Switzerland",0,,thre ws 1 coverag
483421,UNKNOWN,en,    agreed but off the ball on sunday paper review did basically say that very sad news anyhow,0,2016-08-05 06:52:11,NEGATIVE,310,371,Zurich,0,,agre ball sunday paper review basic say sad news anyhow
1188694,MALE,en,  please fix your app managing multiple vehicles is a pain in the ass an api would be welcome too emobility,0,2016-07-11 18:11:56,NEUTRAL,157,224,Switzerland,0,['eMobility'],pleas fix app manag multipl vehicl pain ass api would welcom emobl
2797993,UNKNOWN,en,  so sad,1,2016-08-24 16:02:08,NEGATIVE,6934,3529,Pern,0,,sad
3553487,UNKNOWN,en,sarah  pietro  call my name acoustic piano cover official video,0,2016-10-29 09:06:42,NEUTRAL,48,222,Swiss,0,,sarah pietro call name acoust piano cover offici video
2693514,MALE,en,for all my ginger lovers,0,2016-09-23 18:00:31,NEUTRAL,14,47,"Zurich, Switzerland",0,,ginger lover
174267,UNKNOWN,en,this is the first chapter i cant make the first chapter that sad,1,2016-08-02 13:39:15,NEGATIVE,48,75,Schweiz,0,,first chapter cant make first chapter sad
3085988,UNKNOWN,en,whats the most recent muscle or joint pain youve taken advil filmcoated for fastadvilfanatics sponsored,0,2016-09-26 16:42:04,NEGATIVE,34,18,monte,0,"['fastadvilfanatics', 'sponsored']",what recent muscl joint pain youv taken advil filmcoat fastadvilfanat sponsor
3162525,FEMALE,en,can my fucking finger heal i cant meet g with a blue finger thats weird im not a smurf,0,2016-05-27 05:45:38,NEGATIVE,56,215,Switzerland,0,,fuck finger heal cant meet g blue finger that weird im smurf
2591765,UNKNOWN,en,  was not really my type of music but enjoyed the track anyways just dont understand people who need to hate because if that,0,2016-10-22 17:02:07,NEUTRAL,12,42,Switzerland,0,,realli type music enjoy track anyway dont understand peopl need hate
1420093,MALE,en,gets stuck in w direct questions panamanian minister spreading the blame this isnt just a panama issue 46sgs,0,2016-05-13 07:02:44,NEGATIVE,1353,1926,"Toronto, Canada",0,['46sgs'],get stuck w direct question panamanian minist spread blame isnt panama issu 46sgs
3034321,FEMALE,en,  are you still in neuchatel please answer me ahah,0,2016-05-26 14:37:52,NEUTRAL,1403,1015,Switzerland,0,,still neuchatel pleas answer ahah
1021924,UNKNOWN,en,  it didnt hurt,0,2016-02-10 16:09:48,NEUTRAL,50,47,Switzerland,0,,didnt hurt
3741086,FEMALE,en,      the sad things is most of them are home,1,2016-07-31 13:41:52,NEGATIVE,1970,825,"London, England",0,,sad thing home
648226,UNKNOWN,en,sad to see dr alwan a good regional director replaced at whoemro but look forwarding to cooperation with dr fikriglobalhealth who,0,2016-10-06 11:01:10,NEUTRAL,31,131,"Geneva, Switzerland",0,"['Alwan', 'Fikri', 'WHO', 'WHOEMRO', 'globalhealth']",sad see dr alwan good region director replac whoemro look forward cooper dr fikriglobalhealth
62655,FEMALE,en,  i hide my crippling depression and sadness behind this net,1,2016-08-01 18:23:22,NEGATIVE,666,601,Switzerland,0,,hide crippl depress sad behind net
179277,UNKNOWN,en,i cant watch vlive that pisses me off i hate sm for this like really,0,2016-08-02 11:01:48,NEUTRAL,1002,2198,switzerland,0,,cant watch vlive piss hate sm like realli
590162,MALE,en,treat trauma addiction and mental health before providing housing homelessness is an effect of these causes agustine cita ua2016,1,2016-07-06 16:34:07,NEGATIVE,330,110,Zürich,0,['UA2016'],treat trauma addict mental health provid hous homeless effect caus agustin cita ua2016
432193,MALE,en,i am truly happy and overwhelmed by all this cant wait to delve even further in hope i can finish this before xcom 2 rolls in,0,2016-01-05 08:24:39,NEUTRAL,331,1067,Genève,0,,truli happi overwhelm cant wait delv even hope finish xcom 2 roll
3347066,UNKNOWN,en,0202 overthinking,1,2016-08-28 00:02:39,NEUTRAL,287,88,lausanne,0,,0202 overthink
1599966,FEMALE,en,me after listening to the cancer cover of    ,1,2016-09-14 18:12:23,NEGATIVE,125,338,Schweiz,0,,listen cancer cover
3667744,MALE,en,cnn cant stop talking about trumps locker room talk but hates to report about hillarys fbi investigation clinton news network,0,2016-10-30 07:54:53,NEGATIVE,563,826,Basel,0,,cnn cant stop talk trump locker room talk hate report hillari fbi investig clinton news network
1245655,FEMALE,en,theyre slaughtering sunni and they have a fanatical religion where assad is some kind of demigod who his supporters kiss photos of,0,2016-10-11 10:26:18,NEGATIVE,3758,3188,"Zürich, Switzerland",0,,theyr slaughter sunni fanat religion assad kind demigod support kiss photo
2103160,UNKNOWN,en,my xperia z3 front screen unglued from left corner will it cover in warranty,0,2016-10-18 08:01:13,NEUTRAL,91,89,India - switzerland,0,,xperia z3 front screen unglu left corner cover warranti
844838,UNKNOWN,en,are you visiting the winelovers region of vaud in switzerland  dont miss to discoverweekly winecountry ,0,2016-08-08 09:38:10,NEGATIVE,426,399,"1095 Lutry, Suisse",0,"['DiscoverWeekly', 'Switzerland', 'Vaud', 'winecountry', 'winelovers']",visit winelov region vaud switzerland dont miss discoverweek winecountri
620897,MALE,en,  put the visualeffectview in a view v rounded corners and cliptobounds on v add v as subview to btn add shadown to btn maybe,0,2016-09-06 10:22:11,NEUTRAL,498,258,"Bern, Switzerland",0,,put visualeffectview view v round corner cliptobound v add v subview btn add shadown btn mayb
315993,UNKNOWN,en,  i dont feel alcohol would help sadly,1,2016-10-03 23:11:43,NEGATIVE,666,601,Switzerland,0,,dont feel alcohol would help sad
3331751,UNKNOWN,en,every day i fucking hate being alive more and more,1,2016-07-28 14:52:51,NEGATIVE,405,952,Some hippy commune,0,,everi day fuck hate aliv
321137,MALE,en,switzerland is covered with 3p240v16a electricity grid charger must be able to use this awesome infrastructure source them     no 3phase charging have you even listened to what every ecar driver told you 24h to charge at home this is ridiculous,0,2016-10-03 14:39:12,NEUTRAL,375,380,"Bern, Switzerland",0,,switzerland cover 3p240v16a electr grid charger must abl use awesom infrastructur sourc 3phase charg even listen everi ecar driver told 24h charg home ridicul
3193366,UNKNOWN,en,niggas that wake up this early to tweet slander on a saturday sad as fuck,1,2016-08-27 13:15:27,NEGATIVE,1256,1077,"Uptown, Downtown, Switzerland",0,,nigga wake earli tweet slander saturday sad fuck
690991,UNKNOWN,en,  i just now saw this  im sad about skt,1,2016-05-07 00:16:39,NEGATIVE,154,327,Switzerland,0,,saw im sad skt
1989285,UNKNOWN,en,  scheiss blueeyes redeyes yuhu,0,2016-10-17 16:30:01,NEUTRAL,76,64,"Zurich, Switzerland",0,,scheiss blueey redey yuhu
107174,FEMALE,en,you have to ask yourself why do the americans like yazidi and houthi and other shia or bizarre religions so much while hating muslims,0,2016-10-01 22:18:07,NEGATIVE,3758,3188,"Zürich, Switzerland",0,,ask american like yazidi houthi shia bizarr religion much hate muslim
1216868,FEMALE,en,lrt my heart hurt so bad for seven,0,2016-09-11 04:02:48,NEGATIVE,19,87,Switzerland,0,,lrt heart hurt bad seven
2971372,MALE,en,      most of the costs were actually covered by the migrants themselves and some by charity and hum actors,0,2016-10-25 18:10:09,NEGATIVE,1498,2994,Geneva,0,,cost actual cover migrant chariti hum actor
2941201,UNKNOWN,en,on the course now the bfinal of the bw2x pol with open water on the field to take the 7th place overall rotterdam2016,0,2016-08-25 10:17:08,NEUTRAL,29000,862,"Lausanne, Switzerland",0,['Rotterdam2016'],cours bfinal bw2x pol open water field take 7th place overal rotterdam2016
1641415,UNKNOWN,en,  my area not covered help,0,2016-10-14 00:21:57,NEUTRAL,1256,1077,"Uptown, Downtown, Switzerland",0,,area cover help
509473,MALE,en,i hate the cold,1,2016-09-05 16:23:34,NEGATIVE,372,313,URI,0,,hate cold
3352612,UNKNOWN,en,i fucking hate myself vine by  ,1,2016-08-28 13:24:33,NEGATIVE,1310,929,zurich,0,,fuck hate vine
2186357,FEMALE,en,spain is where i am going to live ,0,2016-08-19 16:21:31,NEUTRAL,172,94,"Zürich, Schweiz",0,,spain go live
1088614,UNKNOWN,en,i hate this feeling of being lost not knowing whether to wait or give up,1,2016-08-10 00:37:07,NEGATIVE,-1,0,,0,,hate feel lost know whether wait give
2574184,UNKNOWN,en,be with someone who wont stay mad at you who cant stand not talking to you and whos afraid of losing you aldub62ndweeksary,1,2016-09-22 11:15:50,NEGATIVE,289,442,"Geneva, Switzerland",0,['ALDUB62ndWeeksary'],someon wont stay mad cant stand talk whos afraid lose aldub62ndweeksari
3142975,FEMALE,en,i need to calm down im just overwhelmed with the thought that ill see rih again this summer,0,2016-03-27 14:49:42,NEUTRAL,242,190,Switzerland,0,,need calm im overwhelm thought ill see rih summer
675492,UNKNOWN,en,i actually shipp my math teacher with my french teacher and i feel bad about that but theyre as obvious as larry,0,2016-04-07 18:49:03,NEGATIVE,580,1644,Geneva,0,,actual shipp math teacher french teacher feel bad theyr obvious larri
937726,MALE,en,  best of luck brad hate seeing brothersinarms struggling whatever the circumstance virtutisfortunacomes,0,2016-06-09 11:20:48,NEUTRAL,138,277,Switzerland,0,"['BrothersInArms', 'VirtutisFortunaComes']",best luck brad hate see brothersinarm struggl whatev circumst virtutisfortunacom
83727,MALE,en,  i also have some issues with the fact that in said opening credits she is sharing a carefree laugh with steph who hates her,1,2016-09-01 10:25:12,NEGATIVE,102,224,"Bern, Switzerland",0,,also issu fact said open credit share carefre laugh steph hate
1807856,FEMALE,en,narrowly avoided 2 broken arms from overzealous french train doors whentrainsattack brexitrevenge,0,2016-07-16 08:28:03,NEGATIVE,75,257,"Lancashire, UK",0,"['Brexitrevenge', 'whentrainsattack']",narrowli avoid 2 broken arm overzeal french train door whentrainsattack brexitreveng
2244548,UNKNOWN,en,  can you please be here for me  i feel bad and sick,1,2016-03-20 16:50:53,NEGATIVE,177,95,Schweiz,0,,pleas feel bad sick
2605977,FEMALE,en,ancient bad cook proverb one mans failed omelette is another mans good sandwich spread,0,2016-10-22 11:50:45,NEGATIVE,121,108,the land of chocolate & cheese,0,,ancient bad cook proverb one man fail omelett anoth man good sandwich spread
961085,UNKNOWN,en,  stole my tweet but whatever,0,2016-08-09 11:31:38,NEGATIVE,221,235,switzerland,0,,stole tweet whatev
539393,UNKNOWN,en,due to recent budget cuts and downsizing the light at the end of the tunnel has been turned off,0,2016-10-05 21:49:28,NEUTRAL,11400,2866,"Geneva, CH",0,,due recent budget cut downsiz light end tunnel turn
3464053,MALE,en,  the usisf reclaiming of sadr city would have been a bloodbath if he had taken a different stance,0,2016-04-29 04:42:25,NEUTRAL,68,53,Switzerland,0,,usisf reclaim sadr citi would bloodbath taken differ stanc
287116,UNKNOWN,en,comparing 251030 y us treasury notes testing uptrend mltpl times on the long end watch out for downside momentum,0,2016-08-03 09:37:08,NEGATIVE,438,15,"Switzerland, Zurich Area",0,,compar 251030 us treasuri note test uptrend mltpl time long end watch downsid momentum
1728566,UNKNOWN,en,also will be sad to see andrew percy go if he cant put a seat together under the changes unitedpoliticshour,0,2016-09-15 20:48:21,NEGATIVE,878,1235,Lake District,0,['UnitedPoliticsHour'],also sad see andrew perci go cant put seat togeth chang unitedpoliticshour
2915339,UNKNOWN,en,uncat58 ambassador al ghunaim saying there is torture in kuwait means our securityforces have no respect for our judiciary,0,2016-07-25 15:53:35,NEUTRAL,3890,2810,"Geneva, Beirut, Sana'a",0,"['Kuwait', 'UNCAT58', 'judiciary', 'securityforces', 'torture']",uncat58 ambassador al ghunaim say tortur kuwait mean securityforc respect judiciari
321506,MALE,en,im super moody at the moment stressed bad sleep i hope my mood will improve again in one of those why am i doing this moods atm,1,2016-10-03 22:36:05,NEUTRAL,925,458,"Zurich, Switzerland",0,,im super moodi moment stress bad sleep hope mood improv one mood atm
2440205,FEMALE,en,dignity and sadness in the working class via  ,0,2016-09-21 11:23:45,NEUTRAL,147,310,Suisse,0,,digniti sad work class via
1954502,UNKNOWN,en,    yeah but compare those things to overwatch how do you feel now huh,0,2016-09-17 20:40:18,NEUTRAL,732,465,Switzerland,0,,yeah compar thing overwatch feel huh
3319045,MALE,en,blockchain thedao meet the philosophical definiton of anarchy selfgoverned societies based on voluntary institutions wow  ,0,2016-05-28 13:41:41,NEUTRAL,19,39,Switzerland,0,"['TheDAO', 'blockchain']",blockchain thedao meet philosoph definiton anarchi selfgovern societi base voluntari institut wow
865531,UNKNOWN,en,im literally on the brink of a breakdown 99 of my time at sixth form,1,2016-09-08 19:31:24,NEGATIVE,957,660,Lake District,0,,im liter brink breakdown 99 time sixth form
1440073,MALE,en,over to you boris davis  fox you wanted this now show most of our problems were the eus fault  not our own successive governments,0,2016-07-13 19:44:22,NEGATIVE,229,405,Zürich,0,,bori davi fox want show problem eus fault success govern
2229058,UNKNOWN,en,this caption z the truth the very last second of zero pain  ,0,2016-10-19 07:48:35,NEGATIVE,198,164,AI,0,,caption z truth last second zero pain
2653510,MALE,en,what a power napout of the blue,0,2016-07-23 10:51:43,NEUTRAL,128,387,"Court, Road and Entertainment",0,,power napout blue
1904835,MALE,en,cries this is so sad ive prepared so many stuff to give my online friends when im meeting them but i couldnt bring everything along,1,2016-05-17 19:58:16,NEGATIVE,458,608,Switzerland,0,,cri sad ive prepar mani stuff give onlin friend im meet couldnt bring everyth along
1955608,MALE,en,  when cazorla inevitably injures himself from being overplayed,0,2016-09-17 13:54:16,NEGATIVE,262,307,Switzerland,0,,cazorla inevit injur overplay
2965702,UNKNOWN,en,literally using my laptop as a hot pack just so my tummy wont hurt as much,0,2016-09-25 16:48:56,NEUTRAL,332,757,"Geneva, Switzerland",0,,liter use laptop hot pack tummi wont hurt much
16008,UNKNOWN,en,im really sad that the new winrt platform still actively uses it kinda hoped for a clear cut there to deprecate with win32,0,2016-02-01 07:54:22,NEUTRAL,281,789,Switzerland,0,,im realli sad new winrt platform still activ use kinda hope clear cut deprec win32
1902739,UNKNOWN,en,i hate my life and i hate my fucking everything  ,1,2016-05-17 22:03:49,NEGATIVE,177,95,Schweiz,0,,hate life hate fuck everyth
3085791,FEMALE,en,  normally end of july beginning of august for me at least i had saturday to recuperate still hate the effect they have on me,1,2016-09-26 07:53:51,NEGATIVE,1409,2026,switzerland,0,,normal end juli begin august least saturday recuper still hate effect
415642,UNKNOWN,en,          breitbart school of dumbingdown,0,2016-10-04 02:06:23,NEUTRAL,2,38,Switzerland,0,,breitbart school dumbingdown
581511,MALE,en,  you just made madame hooch very sad,0,2016-06-06 21:26:46,NEGATIVE,94,333,Lausanne,0,,made madam hooch sad
3104160,FEMALE,en,i hate knowing your friend is suffering but not being able to help them,1,2016-10-26 17:47:13,NEGATIVE,149,120,Switzerland,0,,hate know friend suffer abl help
1676069,MALE,en,  if you say so i live in europe but whatever,0,2016-05-15 19:59:10,NEUTRAL,818,1046,Switzerland,0,,say live europ whatev
3756151,FEMALE,en,i think a good snapchatter is genuine towards both themselves  other people i hate fakejust for show  ,0,2016-08-31 17:40:37,NEUTRAL,1183,1099,"Basel, Switzerland",0,,think good snapchatt genuin toward peopl hate fakejust show
50760,UNKNOWN,en,  sadly,1,2016-06-01 18:31:22,NEGATIVE,1343,321,Switzerland,0,,sad
742346,MALE,en,i am not sure i have a mac trash can pro in my belongings funnybilly  ,0,2016-09-07 21:35:16,NEGATIVE,493,585,"Zurich, Switzerland",0,['funnybilly'],sure mac trash pro belong funnybilli
701555,UNKNOWN,en,acknowledging suffering   pain our true emotions is what we sometimes do 2 close people andor therapists,1,2016-07-07 08:18:28,NEGATIVE,317,247,Lausanne,0,"['emotions', 'suffering']",acknowledg suffer pain true emot sometim 2 close peopl andor therapist
798182,UNKNOWN,en,reading opinions about yugioh and really it hurts to see how much hate zexal gets just because yuma doesnt look good enough,0,2016-04-08 01:33:12,NEUTRAL,8,31,Switzerland,0,,read opinion yugioh realli hurt see much hate zexal get yuma doesnt look good enough
388891,UNKNOWN,en,  after the latest change of costs for international shipping it sadly is more expensive to buy via   than elswhere,0,2016-09-04 07:25:47,NEGATIVE,132,251,Schweiz,0,,latest chang cost intern ship sad expens buy via elswher
1262077,UNKNOWN,en,cover of the diary i write for my babies  ,0,2016-01-12 14:14:06,NEUTRAL,147000,11500,Switzerland,0,['diary'],cover diari write babi
3804013,MALE,en,despite mountains of evidence rep of syria asad regime outright denies use of barrel bombs  upr26  astonishing arrogance,0,2016-10-31 15:03:18,NEGATIVE,4651,892,"Geneva, Switzerland",0,"['Syria', 'UPR26']",despit mountain evid rep syria asad regim outright deni use barrel bomb upr26 astonish arrog
1944938,MALE,en,    lost on me im afraid maybe just as well,1,2016-08-17 14:43:36,NEGATIVE,616,126,UK,0,,lost im afraid mayb well
1275427,UNKNOWN,en,saw this little roman dude in the crypt of the wasserkirche zurisploration  ,0,2016-03-12 19:09:46,NEUTRAL,166,251,Zurich,0,['zürisploration'],saw littl roman dude crypt wasserkirch zurisplor
1008226,MALE,en,  i mean in general youre hurting yourself and giving them attention which is what they feed on,1,2016-10-09 21:48:07,NEGATIVE,668,733,Lake District,0,,mean general your hurt give attent feed
2342611,UNKNOWN,en,def taking a hot bath as soon as im home my whole body hurts,0,2016-10-20 16:56:35,NEUTRAL,342,95,Schweiz,0,,def take hot bath soon im home whole bodi hurt
596310,MALE,en,would be right 2 do so it starts with small and ends with big lies see   something makes me think streisand called the nytimes after their cover story,0,2016-08-06 14:02:00,NEUTRAL,6546,155,Switzerland,0,,would right 2 start small end big lie see someth make think streisand call nytim cover stori
1859842,UNKNOWN,en,full only stop for reb13   goes for a second stint lap118 p6 overall  p1 lmp1 privateer   6hfuji wec,0,2016-10-16 05:06:36,NEUTRAL,50100,1075,Switzerland,0,"['6hFuji', 'REB13', 'WEC']",full stop reb13 goe second stint lap118 p6 overal p1 lmp1 privat 6hfuji wec
176566,UNKNOWN,en,  happens anyway in life you know the saying the shit hits the fan so yeah thats it  dont feel bad fixed if u can otherwise,0,2016-08-02 15:45:28,NEGATIVE,708,401,Switzerland,0,,happen anyway life know say shit hit fan yeah that dont feel bad fix u otherwis
2987669,UNKNOWN,en,upcoming event in 2 min 1435  bank of england governor mark carney speech forex fx finance,0,2016-10-25 14:33:15,NEUTRAL,62000,49400,"Geneva, Switzerland",0,"['finance', 'forex', 'fx']",upcom event 2 min 1435 bank england governor mark carney speech forex fx financ
2392333,UNKNOWN,en,in the footsteps of legend marcopantani today in the giro here is a painting of his legacy made by bjt me ,0,2016-05-21 12:40:52,NEUTRAL,257,418,Switzerland,0,"['bjt', 'giro', 'legend', 'marcopantani', 'painting']",footstep legend marcopantani today giro paint legaci made bjt
276003,UNKNOWN,en,i just earned the paint the town red level 2 badge on,0,2016-06-03 23:00:30,NEUTRAL,143,114,Switzerland,0,,earn paint town red level 2 badg
3740044,FEMALE,en,close despite the chopper on to the 2nd inning we go bluejays,0,2016-07-31 17:21:54,NEUTRAL,500,335,Switzerland,0,['BlueJays'],close despit chopper 2nd inning go bluejay
2844613,FEMALE,en,  peel  eat one at a time theyre so addictive,0,2016-10-24 20:54:44,NEUTRAL,464,309,"Village of the Damned, Schweiz",0,,peel eat one time theyr addict
2457662,UNKNOWN,en,im so fat wow i hate myself,1,2016-09-21 13:46:24,NEGATIVE,1380,260,bl,0,,im fat wow hate
1240115,FEMALE,en,still so sad that the   and   tour show next week is cancelled,0,2016-10-11 17:41:24,NEGATIVE,162,190,Switzerland,0,,still sad tour show next week cancel
1095171,MALE,en,  i like temple of doom though i am sad that they misrepresented indian culture ,0,2016-09-10 20:22:49,NEGATIVE,52,243,Switzerland,0,,like templ doom though sad misrepres indian cultur
3662987,UNKNOWN,en,i cried from bottom of my heart when i see the video clip about how was his dog help him to do painting again even though hes blind,1,2016-09-30 19:30:32,NEGATIVE,566,527,Uitm Arau,0,,cri bottom heart see video clip dog help paint even though hes blind
2566243,UNKNOWN,en,home is where it hurts,1,2016-09-22 21:06:33,NEGATIVE,933,469,Suisse,0,,home hurt
1614376,UNKNOWN,en,  i did this too and told it to my therapist she wanted to see a pic of him she thinks the same,1,2016-09-14 13:19:21,NEUTRAL,11,62,"Bern, Switzerland",0,,told therapist want see pic think
3480080,UNKNOWN,en,kylie jenner is so beautiful im sad,0,2016-07-29 09:49:04,NEUTRAL,15800,13100,Switzerland,0,,kyli jenner beauti im sad
2482010,FEMALE,en,lol how can you hate someone if youve never even talked to them,1,2016-10-21 15:21:23,NEGATIVE,4001,1443,"ag, 1d, ldr, tøp, tw",0,,lol hate someon youv never even talk
3519327,UNKNOWN,en,imagine the people playing minecraft with overwatch skins,0,2016-09-29 23:45:31,NEUTRAL,385,676,Switzerland,0,,imagin peopl play minecraft overwatch skin
3790519,FEMALE,en,so apparently i have feelings now gonna make sure to add that to my cv homesicknessgotmerightinthefeels,1,2016-10-31 22:59:16,NEUTRAL,470,1222,"Zurich, Switzerland",0,['homesicknessgotmerightinthefeels'],appar feel gonna make sure add cv homesicknessgotmerightinthefeel
60163,UNKNOWN,en,belgium are the most overrated team ever,0,2016-07-01 20:40:50,NEGATIVE,967,1313,Switzerland,0,,belgium overr team ever
1969837,FEMALE,en,    the use of refugees and asylumseekers on estates in tuscany  these are not illegalmigrants wordsmatter,0,2016-10-17 04:08:11,NEUTRAL,684,137,Genève,0,"['AsylumSeekers', 'IllegalMigrants', 'refugees', 'wordsmatter']",use refuge asylumseek estat tuscani illegalmigr wordsmatt
3629132,UNKNOWN,en,mmh was it an accident that she follows me i almost got a heartattack when i saw it i afraid she will unfollow meah,1,2016-08-30 17:59:39,NEGATIVE,689,387,Switzerland,0,,mmh accid follow almost got heartattack saw afraid unfollow meah
333258,FEMALE,en,haters are people who warn you against your man as their boyfriends curl up to their wives cc  ,1,2016-01-04 00:53:47,NEUTRAL,161,163,Geneva,0,,hater peopl warn man boyfriend curl wive cc
447044,UNKNOWN,en,its not the goodbyes that hurt its the flashbacks that follow wemiss marisracalontv,1,2016-02-05 12:49:58,NEUTRAL,20,149,Switzerland,0,,goodby hurt flashback follow wemiss marisracalontv
1359964,MALE,en,  my money is on a cryogenic pantsuit,0,2016-09-12 16:18:24,NEUTRAL,1126,1070,"Lugano, Switzerland",0,,money cryogen pantsuit
